Unnamed: 0,Unnamed: 0.1,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet,vader_sentiment,vader_score
591,591,mattjbrown,"$MSFT Xbox FY21 Q2 earnings

- Gaming revenue grew 51%
- Xbox content and services revenue grew 40% driven by strength from Xbox Game Pass and first-party/third-party titles
- Xbox hardware revenue grew 86% driven by Xbox Series X|S",2021-01-26 21:04:07+00:00,2353,7,37,340,xbox fy21 q2 earn game revenue grow xbox content service revenue grow drive strength xbox game pas first party third party title xbox hardware revenue grow drive xbox series x,neu,0.8225
592,592,HeroDividend,"10 stocks for the next 10 years🔆

Microsoft $MSFT
Square $SQ
Cloudflare $NET
Digital Realty Trust $DLR
Home Depot $HD
Tesla $TSLA
Waste Management $WM
Shopify $SHOP
Carrier $CARR
AMD $AMD",2021-01-25 21:05:04+00:00,31723,42,70,604,stock next year square sq cloudflare net digital realty trust dlr home depot hd tesla tsla waste management wm shopify shop carrier carr amd amd,neu,0.128
593,593,GerberKawasaki,Nokia now up 14%. Next Microsoft will re release the zune. $nok $msft,2021-01-25 19:46:54+00:00,175369,24,12,347,nokia next release zune nok,neu,0.0
594,594,Beth_Kindig,"The busiest week of Q4 earnings season is here, with 33% of the S&amp;P 500 reporting this week. Here we preview some of the most notable companies that are set to report.
$AMD $MSFT $AAPL $TSLA $FB $NOW $V https://t.co/jIpWDQQ2Vw",2021-01-25 16:46:10+00:00,99088,3,35,215,busy week q4 earn season amp p report week preview notable company set report amd aapl tsla fb v,neu,0.0
595,595,Dividend_Dollar,"Which of these sectors would you rather be invested in if you could only choose ONE for the next 24mo

📦 E-Commerce
$AMZN
$BABA
$SHOP
$ETSY

💳 FinTech
$PYPL
$SQ
$V
$MA

🤖 Cybersecurity
$CRWD
$NET
$OKTA
$ZS

💻 Big Tech
$AAPL
$FB
$NFLX
$MSFT

💊 Healthcare
$JNJ
$ABBV
$PFE
$BMY",2021-01-25 16:15:07+00:00,29594,100,73,424,sector would rather invest could choose one next 24mo e commerce amzn baba shop etsy fintech pypl sq v cybersecurity crwd net okta z big tech aapl fb nflx healthcare jnj abbv pfe bmy,neu,0.0
596,596,ripster47,"#ERs
Biggest Earning Week 

FANGS: $FB $AAPL $TSLA $AMD $MSFT 
Defense: $LMT $RTN $NOC $BA
Airline: $AAL $LUV 
Finance: $COF $MA $AXP $V
FastFood: $SBUX $MCD
Cloud/Semi $TEAM $NOW $SAP $LRCX $SWKS $TXN
Other $CAT $MMM
#TIP On Good Earnings, look for sector Sympathy to trade https://t.co/cpgt3OyTbF",2021-01-25 04:33:33+00:00,243257,13,36,202,big earn week fang fb aapl tsla amd defense lmt rtn noc ba airline aal luv finance cof axp v fastfood sbux mcd cloud semi team sap lrcx swks txn cat mmm good earn look sector sympathy trade,neu,0.7096
597,597,jondevaan,"Hi @BradSmi! I appreciate that Microsoft is being transparent about its involvement in the political system. You are facing a set of hard choices given the large set of stake holders in the MSFT ecosystem. If I may, a couple thoughts for you. 1/n https://t.co/0aZ2WtbL72",2021-01-24 22:37:36+00:00,910,10,39,212,hi appreciate transparent involvement political system face set hard choice give large set stake holder ecosystem may couple think n,neu,0.3182
598,598,johnscharts,$AAPL $TSLA $AMD $FB $MSFT earnings this week https://t.co/92FrWGg3ch,2021-01-24 14:49:27+00:00,123060,26,117,701,aapl tsla amd fb earn week,neu,0.0
599,599,CaptFinancial,"Stocks trending in conversation on #FinTwit, Saturday 1/23:

1. $CLOV
2. $GME
3. $AMC
4. $CCIV
5. $PLTR
6. $TSLA
7. $AAPL
8. $LOTZ 
9. $TDOC
10. $JMIA
+ $NIO $FUBO $PINS $NFLX $BB $EXPI $FB $MSFT $PTON $THBR

Stock trends + more on Cap: https://t.co/9jLC9lq5Lg https://t.co/FzuUNpj3nN",2021-01-23 22:26:31+00:00,31109,19,57,362,stock trend conversation saturday clov gme amc cciv pltr tsla aapl lotz tdoc jmia nio fubo pin nflx bb expi fb pton thbr stock trend cap,neu,0.0
600,600,PandaOptions,"Time for some Chart Requests! 🐼
 
- Limit 1 per person
- No penny stocks
- Will do as many as I can 

Please Like and Retweet! Thank you

$SPY $AMZN $AAPL $BA $NFLX $TDOC $SHOP $TSLA $AMD $ROKU $NVDA $FB $TTD $BYND $PYPL $DOCU $CRWD $ETSY $SQ $MSFT $BABA $ZM #StocksToWatch",2021-01-23 21:42:48+00:00,33139,227,62,300,time chart request limit per person penny stock many please like retweet thank spy amzn aapl ba nflx tdoc shop tsla amd roku nvda fb ttd bynd pypl docu crwd etsy sq baba zm,neu,0.743
601,601,OMillionaires,"Some implied moves for #earnings next week(1of3):

$AAPL 6.7%
$TSLA 8.9%
$FB 7.1%
$MSFT 4.8%
$AMD 8.7%
$SBUX 4.3%
$MCD 3.0%
$V 3.5%
$TEAM 8.6%
$WDC 8.1%
$X 10.6%
$JNPR 5.5%
$MDLZ 3.7%
$FICO 8.0%
$CAT 4.7%
$LLY 4.6%
$SAP 7.8%
$CVX 4.0%
$HON 3.5%
$CL 3.0%
$CHTR 5.1%",2021-01-23 18:58:23+00:00,105659,10,81,353,imply move next week 1of3 aapl tsla fb amd sbux mcd v team wdc x jnpr mdlz fico cat lly sap cvx hon cl chtr,neu,0.0
602,602,JesseCohenInv,"💥Notable #Earnings To Watch This Week (via @eWhispers)💥

Mon: $KMB $XLNX
Tues: $MSFT $AMD $SBUX $AXP $MMM $GE $JNJ $LMT $VZ 
Wed: $AAPL $TSLA $FB $T $BA $LRCX $LVS $NOW $TER
Thurs: $MCD $V $MA $AAL $LUV $JBLU $SWKS $TEAM $MO $X
Fri: $CAT $CVX $LLY $HON $SAP

$DIA $SPY $QQQ https://t.co/C2e69ZVqlw",2021-01-23 17:24:16+00:00,33315,12,107,351,notable watch week via mon kmb xlnx tues amd sbux axp mmm ge jnj lmt vz wed aapl tsla fb ba lrcx lvs ter thurs mcd v aal luv jblu swks team mo x fri cat cvx lly hon sap dia spy qqq,neu,0.0
603,603,reshoftc,"FinTwit is boring without Earnings. Finally, the good weeks start again!

$TSLA $MSFT $AAPL $FB https://t.co/iB68yiUrhg",2021-01-23 16:24:47+00:00,12929,10,31,242,fintwit bore without earn finally good week start tsla aapl fb,neu,-0.5277
604,604,eWhispers,"#earnings for the week 

https://t.co/lObOE0dgsr 

$AAPL $TSLA $AMD $FB $MSFT $JNJ $GE $BA $MMM $T $LMT $VZ $DHI $AAL $MCD $ABT $FCX $KMB $AXP $RTX $NEE $XLNX $V $SBUX $CAT $LRCX $MA $OFG $NOW $NDAQ $NVS $PLD $PII $MKC $BMRC $ALK $SHW $TXN $NEP $LUV $BOH $LLY $SWKS $PGR $PHG https://t.co/xnNijGSVuU",2021-01-23 14:04:01+00:00,283548,66,969,2571,week aapl tsla amd fb jnj ge ba mmm lmt vz dhi aal mcd abt fcx kmb axp rtx nee xlnx v sbux cat lrcx ofg ndaq nv pld pii mkc bmrc alk shw txn nep luv boh lly swks pgr phg,neu,0.0
605,605,NekoStocks,"メモ：来週の決算

1/26 Pre $MMM $AXP $JNJ $LMT $NEE $VZ
1/26 After $AMD $AGYS $FFIV $MSFT 
1/27 Pre $ABT $T
1/27 After $AAPL $FB $NOW $TSLA
1/28 Pre $MO $MA $MCD
1/28 After $EGHT $TEAM $V",2021-01-23 08:06:59+00:00,29670,5,21,202,pre mmm axp jnj lmt nee vz amd agys ffiv pre abt aapl fb tsla pre mo mcd eght team v,neu,0.0
606,606,jmsltd1,"@JuddLegum @Microsoft Microsoft was awarded the $10B JEDI contract, for which they were patently underqualified, strictly because Trump had beef with Bezos over the Washington Post. Of course MSFT is sticking with the Seditious GOP. That’s their meal ticket.",2021-01-23 00:45:25+00:00,172,12,164,901,award 10b jedi contract patently underqualified strictly trump beef bezos washington post course stick seditious gop meal ticket,neu,0.2023
607,607,DividendsDad,"You sit at work on $MSFT excel all day but you never invest in their success.

You stare at your $AAPL iphone 5 hrs a day but you never invest in their success.

You watch $NFLX every night but you never invest in their success.

Why not get paid along with them?

Invest.",2021-01-22 14:58:35+00:00,4649,42,213,1009,sit work excel day never invest success stare aapl iphone hr day never invest success watch nflx every night never invest success get pay along invest,neu,-0.7502
608,608,jicchamatome,"- $PG: 決算良かった、心配してない
- $KOS: 心配してない
- $DKNG: これからプロスポーツ戻ってくるから尻上がりにいいと思う
- $DMYD: ティッカーが変わる時に一旦売る
- $SNOW: 次の決算を待つ

＜決算発表日＞
- $MSFT: 1月26日
- $AAPL: 1月27日
- $FB: 1月27日
- $GOOG: 2月2日
- $AMZN: 2月2日",2021-01-22 13:24:44+00:00,107027,5,12,242,pg ko dkng dmyd snow aapl fb goog amzn,neu,0.0
609,609,ritholtz,"Killer piece from @michaelbatnick
 
$QCOM fell 58% - 21 years to get back to break even. 
$MSFT fell 65% - 17 years to get even.
$AMZN fell 95%  - 10 years to even.
$INTC fell 82% - still isn’t even.
$CSCO fell 89% - isn’t even close to back to even.

https://t.co/Gya3OgoT5l",2021-01-22 11:51:27+00:00,188825,36,139,595,killer piece qcom fell year get back break even fell year get even amzn fell year even intc fell still even csco fell even close back even,neu,-0.6486
610,610,richturn_ms,Hey Windows Terminal fans - @cinnamon_msft and team have been hard at work building a Settings UX for Terminal. Take a look at what's coming soon! :) https://t.co/EAkkKsUZpl,2021-01-22 00:48:43+00:00,14480,15,27,258,hey window terminal fan team hard work build set ux terminal take look come soon,neu,0.2263
611,611,QTRResearch,"Traditional automakers going to make TSLA obsolete in 2 years IMO. All TSLA had going for it was that it was first. Its products are shit quality. GM &amp; MSFT &amp; names like VW/Audi all have 10x better quality &amp; will pass TSLA on the innovation highway re autonomous, etc. very soon.",2021-01-21 23:34:44+00:00,171488,152,44,631,traditional automaker go make tsla obsolete year imo tsla go first product shit quality gm amp amp name like vw audi 10x good quality amp pas tsla innovation highway autonomous etc soon,neu,0.296
612,612,cinnamon_msft,"Seen in the main branch on GitHub, coming soon to a Windows Terminal Preview release near you! 👀

https://t.co/qcc0UnPova https://t.co/CpR0Fi5a3V",2021-01-21 23:01:48+00:00,17930,60,201,1198,see main branch github come soon window terminal preview release near,neu,0.0
613,613,traderstewie,$MSFT.... a gorgeous huge base being build here in this behemoth of a stock.... look for a new breakout in the days to come https://t.co/PBxojKbbJM,2021-01-21 19:08:58+00:00,331419,29,74,618,gorgeous huge base build behemoth stock look new breakout day come,neu,0.743
614,614,EliteOptions2,"$AAPL - Trade Idea - Jan 29 135C - bid/ask: 2.85/2.89

Closed at 132.03

AAPL is setting up to test 138/140 if it can clear the 132.71 level

ER: January 27th (Possible to see 145-151)
-
$AMD $AMZN $BABA $FB $MSFT $NFLX $NIO $NVDA $PLTR $SNAP $SPCE $SPY $TSLA $CLOV $ZM $JMIA https://t.co/nCeyl35wvq",2021-01-21 00:41:51+00:00,82126,15,32,219,aapl trade idea jan 135c bid ask close aapl set test clear level er january 27th possible see amd amzn baba fb nflx nio nvda pltr snap spce spy tsla clov zm jmia,neu,0.3818
615,615,JesseCohenInv,"'FANGMANT' off to a strong start to the week. 

$FB $AAPL $NFLX $GOOGL $MSFT $AMZN $NVDA $TSLA https://t.co/yHaTSE8uqA",2021-01-19 20:59:38+00:00,33315,13,45,231,fangmant strong start week fb aapl nflx googl amzn nvda tsla,neu,0.5106
616,616,allstarcharts,I'd say the direction of the resolutions from these consolidations are pretty important https://t.co/C8rViwJPRs $NVDA $GOOG $FB $AMZN $AAPL $MSFT https://t.co/f6z5eYSCAn,2021-01-18 19:34:36+00:00,102067,38,127,577,say direction resolution consolidation pretty important nvda goog fb amzn aapl,neu,0.6124
617,617,EricJhonsa,"Not the first to bring this up, but $MSFT, $FB, $AMZN and $CRM have all significantly underperformed the Nasdaq since the start of September. Wouldn't count on this lasting forever. https://t.co/5ceF8NnZIC",2021-01-15 21:21:18+00:00,9193,20,29,220,first bring fb amzn crm significantly underperform nasdaq since start september count last forever,neu,0.0
618,618,LongRunways,"Jamie Dimon sizing up the cloud opportunity: ""It's literally the pit of the iceberg.  Whatever we say today, 10 years now it will be probably 50 times more than what we're doing today.  And I would spend anything to get it done faster.""  $JPM $AMZN $GOOG $MSFT",2021-01-15 19:31:48+00:00,303,10,33,225,jamie dimon size cloud opportunity literally pit iceberg whatever say today year probably time today would spend anything get do fast jpm amzn goog,neu,0.4215
619,619,eWhispers,"By request, here are the confirmed #earnings dates for the Qs 

https://t.co/lObOE0dgsr 

#nasdaq100 $QQQ $AAPL $TSLA $NFLX $AMD $FB $MSFT $INTC $FAST $QCOM $ASML $CTXS $LRCD $ATVI $SBUX $XLNX $ISRG $SWKS $CSX $CSCO $TXN $EA $CMCSA $ALGN $PEP $ADP $DXCM $CHTR $NXPI $XEL $TTWO https://t.co/mnSwmXXVVd",2021-01-15 14:28:05+00:00,283548,14,140,424,request confirm date q qqq aapl tsla nflx amd fb intc fast qcom asml ctxs lrcd atvi sbux xlnx isrg swks csx csco txn ea cmcsa algn pep adp dxcm chtr nxpi xel ttwo,neu,0.0
620,620,realjunsonchan,"Massive power outages right now in northwest America, particularly washington state, where many big tech companies are like MSFT and Amazon , check it out https://t.co/IDt8ZbeinK",2021-01-13 17:31:01+00:00,31258,37,87,234,massive power outage right northwest america particularly washington state many big tech company like amazon check,neu,0.4939
621,621,CarmenCrincoli,"Fellow MSFT employees: I’ve written a proposal on what to do with the Microsoft PAC. The attempted sedition by many in Congress last week was funded in part by Microsoft's money. It is time for reform or abolishment, not small changes. 1/4 https://t.co/1DL74GJl36",2021-01-13 16:24:00+00:00,11126,72,439,1539,fellow employee write proposal pac attempt sedition many congress last week fund part money time reform abolishment small change,neu,-0.4215
622,622,BrianFeroldi,"Glassdoor Best Places To Work 2020 is out!

Great place to hunt for ideas

Top public workplaces:

1⃣ $HUBS 
2⃣ $DOCU 
3⃣ $ISRG
4⃣ $LUV
5⃣ $GOOG
6⃣ $NVDA
7⃣ $MSFT
8⃣ $LULU
9⃣ $FB
🔟 $SVMK",2021-01-12 12:24:14+00:00,212989,12,32,213,glassdoor best place work great place hunt idea top public workplace hub docu isrg luv goog nvda lulu fb svmk,neu,0.8779
623,623,e_us_stock,"個人的に注目している今月の決算発表（予定）

14(木) $TSM  $DAL
15(金) $C  $JPM
18(月) $BAC  $SCHW  $GS
19(火) $NFLX
20(水) $MS  $PG  $UNH
21(木) $KO
26(火) $SBUX  $MMM  $AXP  $GE  $JNJ  $LMT
27(水) $AAPL  $FB  $MSFT  $TSLA  $PYPL  $BA
28(木) $AMZN  $DHR  $MCD
29(金) $CAT",2021-01-12 07:08:54+00:00,26890,2,58,303,tsm dal c jpm bac schw g nflx m pg unh ko sbux mmm axp ge jnj lmt aapl fb tsla pypl ba amzn dhr mcd cat,neu,0.0
624,624,b_fung,"Tech/telecom are drawing back on political donations in light of last week's violence. 

AT&amp;T (CNN's owner) said it's stopping donations to US lawmakers who voted to object to certifying the 2020 election results.

MSFT &amp; GOOG have frozen $$ while they ""assess"" &amp; ""reassess.""",2021-01-11 20:58:51+00:00,34284,9,63,264,tech telecom draw back political donation light last week violence amp cnn owner say stop donation u lawmaker vote object certify election result amp goog freeze ass amp reassess,neu,-0.8625
625,625,markminervini,"Relatively speaking, we are losing the FANG leadership. 
$FB 45RS
$MSFT 42RS
$NFLX 42RS
$GOOGL 60RS",2021-01-11 16:02:18+00:00,315577,35,27,464,relatively speak lose fang leadership fb 45rs 42rs nflx 42rs googl 60rs,neu,-0.4019
626,626,ZenTraderEW,"Tickers I'm watching this week:
$NIO $TSLA, $TDOC, $FUBO, $AAPL, $BLNK $EBAY $PENN, $MSFT $NET $PLTR $RIDE $CRM $BIDU, $ETSY, $PYPL $XPEV $RIOT $MARA $CBAT 
I will post them on this thread through out the day and coming days.  If you like them, please share or retweet...🙏",2021-01-10 19:58:25+00:00,8801,17,31,244,ticker watch week nio tsla tdoc fubo aapl blnk ebay penn net pltr ride crm bidu etsy pypl xpev riot mara cbat post thread day come day like please share retweet,neu,0.34
627,627,Leishman,"We self-host the majority of our own infra at @RiverFinancial largely because of what we are seeing playing out right now. You need a backup plan if the Google, Amazon, MSFT Triumvirate decides they don't like your business. The cloud is great, but always have an exit strategy.",2021-01-10 03:24:47+00:00,11360,10,37,382,self host majority infra largely see play right need backup plan google amazon triumvirate decide like business cloud great always exit strategy,neu,0.8658
628,628,tradingview,"Market caps

Apple $AAPL $2.2 trillion
Microsoft $MSFT $1.6 trillion
Amazon $AMZN $1.5 trillion
Google $GOOG $1.2 trillion
Tesla $TSLA $830 billion
#Bitcoin $759 billion
Facebook $FB $751 billion
Alibaba $BABA $613 billion
Berkshire Hathaway $BRK $547 billion
Visa $V $500 billion",2021-01-08 15:59:31+00:00,320704,10,65,251,market cap apple aapl trillion trillion amazon amzn trillion google goog trillion tesla tsla billion billion facebook fb billion alibaba baba billion berkshire hathaway brk billion visa v billion,neu,0.1779
629,629,RealVision,"#ETH… “This is going to be the biggest thing since $GOOG or $AAPL or $MSFT...” 

🛸 @RaoulGMI &amp; @AlexSaundersAU: The Evolution of #Ethereum 🌌

🎥 Airing TONIGHT 12AM ET 🔥 #RealVisionCrypto 🚀 https://t.co/PGrK5QDTrZ",2021-01-08 00:00:38+00:00,272645,56,128,728,go big thing since goog aapl amp evolution air tonight 12am et,neu,0.0
630,630,jimcramer,Remember we were supposed to sell big tech. I urged people to buy it on our call yesterday (https://t.co/2Cj9QmVLog).... Now $MSFT up most in two months,2021-01-07 20:06:07+00:00,1751862,52,13,230,remember suppose sell big tech urge people buy call yesterday two month,neu,0.0
631,631,LeviBroderick,Note to MSFT execs: this is why we asked you to pull corporate ad buys from Fox News and to disband MSPAC. Hope it was all worth it.,2021-01-06 20:44:33+00:00,3796,4,38,249,note exec ask pull corporate ad buy fox news disband mspac hope worth,neu,0.5859
632,632,Investingcom,"*APPLE, AMAZON, MICROSOFT AND ALPHABET SHARES DROP 1.5%-2.5% AS DEMOCRATS MOVE CLOSER TO SENATE CONTROL

$AAPL $AMZN $MSFT $GOOGL https://t.co/9z0kPeHgI2",2021-01-06 10:45:12+00:00,599564,18,51,303,apple amazon alphabet share drop democrat move close senate control aapl amzn googl,neu,0.2023
633,633,BrianFeroldi,"Valuation metrics are not 1 size fits all

You need to know:

1⃣Which are useful
2⃣When they are useful
3⃣When they are not useful

Examples:
Stage 1: $NNOX
Stage 2: $OM
Stage 3: $FVRR
Stage 4: $MSFT
Stage 5: $XOM https://t.co/N820gqB3e0",2021-01-05 15:17:16+00:00,212990,11,74,319,valuation metric size fit need know useful useful useful example stage nnox stage om stage fvrr stage stage xom,neu,0.8807
634,634,Bob_Wachter,"So this can't-miss effort by 3 companies w/ unlimited resources &amp; world-class talent to – once &amp; for all – ""disrupt healthcare"" didn't quite work out. I'd be shocked... if GE, Google, MSFT, IBM &amp; many others hadn't had precisely the same experience. Must be harder than it looks. https://t.co/DXqZgCDCRc",2021-01-04 19:24:01+00:00,196050,41,92,589,miss effort company w unlimited resource amp world class talent amp disrupt healthcare quite work shock ge google ibm amp many others precisely experience must hard look,neu,-0.2682
635,635,JesseCohenInv,"2021 starting off with a bang, with a lot of red across the board in many of the big-name tech stocks $AAPL $AMZN $MSFT 

$TSLA however remains in a trading universe of its own, hitting another record high despite the market selloff. https://t.co/zJ0ssyjIQL",2021-01-04 16:58:12+00:00,33315,12,81,262,start bang lot red across board many big name tech stock aapl amzn tsla however remain trade universe hit another record high despite market selloff,neu,0.0
636,636,adetolaov,"Careful not to tell people what to invest in online (best speak to investment advisor), but as a young person you will probably make more returns from Stocks, ETFs, real sector businesses, than almost real estates. 

Eg. $MSFT stocks have doubled in value in last 2 years.",2021-01-04 12:03:49+00:00,83622,12,61,219,careful tell people invest online best speak investment advisor young person probably make return stock etf real sector business almost real estate eg stock double value last year,neu,0.802
